user_id,vehicle_model,battery_capacity,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed,charging_duration,charging_rate,charging_cost,time_of_day,day_of_week,soc_start,soc_end,distance_driven,temperature,vehicle_age,charger_type,user_type
User_89,BMW i3,85.0,Station_1,Los Angeles,2024-01-04 16:00:00,2024-01-04 17:56:00,33.07294950547435,1.4696595869919784,30.344748445823274,15.55083822587802,Evening,Wednesday,105.03222404185644,83.02347311843918,164.68289235141916,-6.514431826571196,1,Level 2,Long-Distance Traveler
User_91,Chevy Bolt,50.0,Station_270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,28.440773917754164,1.0796586545757096,42.42512683318396,13.779804175546838,Night,Friday,13.667240803504384,96.3460346157945,398.3647747436511,27.813135549380647,0,Level 2,Long-Distance Traveler
User_94,Chevy Bolt,75.0,Station_6,Los Angeles,2024-01-04 21:00:00,2024-01-04 23:30:00,71.61568949106118,3.5150120063589623,31.271844526976924,21.263560509313127,Morning,Friday,51.794505043999976,64.55436324971151,16.681445822961763,-1.7198500093383,3,Level 2,Casual Driver
User_97,Hyundai Kona,75.0,Station_71,San Francisco,2024-01-05 00:00:00,2024-01-05 02:16:00,55.72920335411825,3.8290118099189465,21.723067323519977,38.093717509092535,Morning,Tuesday,63.40496814289373,68.34785563762274,74.05219273087201,34.66345577088492,0,Level 2,Casual Driver
User_103,BMW i3,75.0,Station_126,Chicago,2024-01-05 06:00:00,2024-01-05 08:28:00,46.77551047348464,3.1185084418609943,32.080052394592826,18.58840410649021,Morning,Wednesday,77.52375722942914,56.731410370149234,246.2228512697588,27.26694562215317,4,Level 2,Long-Distance Traveler
User_104,Nissan Leaf,95.15365777022429,Station_444,New York,2024-01-05 07:00:00,2024-01-05 07:52:00,8.469643800499997,1.9561781679786927,16.0193428037057,31.238397573685155,Night,Thursday,84.39953459357244,73.56686201603071,297.552447455548,22.171767696967564,1,Level 2,Long-Distance Traveler
User_131,Chevy Bolt,100.0,Station_292,Los Angeles,2024-01-06 10:00:00,2024-01-06 13:15:00,47.52745876259207,3.80489963875978,14.328175525274112,31.09859147083224,Afternoon,Tuesday,59.93299647263002,81.18398204407661,139.38372692333525,18.979822937317028,3,Level 2,Commuter
User_140,Hyundai Kona,62.0,Station_447,New York,2024-01-06 19:00:00,2024-01-06 20:00:00,66.15159678916712,3.062344294379421,50.170585945493926,36.2987122525585,Evening,Monday,75.48580234398966,56.12136492778178,46.81290396293951,32.292746117918185,1,Level 2,Commuter
User_145,BMW i3,93.09486955069778,Station_25,San Francisco,2024-01-07 00:00:00,2024-01-07 01:27:00,68.03002486170053,1.5169722905210936,16.395516801190116,18.969875801989456,Morning,Tuesday,50.70024741009175,60.745990617404885,148.08643232831258,34.79282128606109,0,Level 2,Casual Driver
User_151,Tesla Model 3,50.0,Station_41,San Francisco,2024-01-07 06:00:00,2024-01-07 07:24:00,34.96988837156509,2.4966027035075133,19.6515444967108,16.52800213755549,Night,Monday,36.732618067770495,69.40761440444862,249.0598375990517,9.598491187054968,4,Level 2,Commuter
User_162,Tesla Model 3,85.0,Station_130,New York,2024-01-07 17:00:00,2024-01-07 18:32:00,10.2776080929522,2.361618351806849,45.68669179564876,7.053679429922485,Morning,Wednesday,27.840014483078228,52.20550797473095,39.27594025704913,35.09405876525552,1,Level 2,Long-Distance Traveler
User_163,Hyundai Kona,85.0,Station_352,Houston,2024-01-07 18:00:00,2024-01-07 21:52:00,45.57396766460627,3.265855665654016,11.089826996423842,34.02915242344273,Evening,Monday,45.70606019537613,87.23241204777877,217.58992772592956,-9.09046835864223,1,Level 2,Commuter
User_164,Tesla Model 3,62.0,Station_377,New York,2024-01-07 19:00:00,2024-01-07 19:44:00,69.1055463943984,3.275193659758267,22.98621553783393,9.357435457424016,Afternoon,Monday,58.58472327585143,62.96258203508435,101.37507173794312,1.4966651775801347,1,Level 2,Long-Distance Traveler
User_166,Nissan Leaf,85.0,Station_472,Los Angeles,2024-01-07 21:00:00,2024-01-07 23:25:00,14.495687027174723,2.546129258443054,21.24491493482296,30.87446728481199,Night,Wednesday,30.75797031727749,56.511397317926814,119.35663296927396,-5.598798540488655,0,Level 2,Commuter
User_171,Tesla Model 3,85.0,Station_117,Houston,2024-01-08 02:00:00,2024-01-08 03:26:00,127.75747441174424,0.9845492206293912,9.286497700383908,20.34244787321107,Night,Monday,27.64544589095541,90.29992272783537,103.95782513502562,18.405333154548053,1,Level 2,Casual Driver
User_187,Hyundai Kona,102.83943000886534,Station_274,Chicago,2024-01-08 18:00:00,2024-01-08 20:03:00,72.2378188219246,3.4982855553220924,14.435905055127744,24.32684779791282,Afternoon,Sunday,83.20627214536134,83.20544452415145,131.28616502411475,3.8602092828471406,2,Level 2,Casual Driver
User_188,Tesla Model 3,85.0,Station_42,Chicago,2024-01-08 19:00:00,2024-01-08 20:11:00,36.15792621947456,3.1018270774146552,46.32809897435823,37.206419105466765,Evening,Monday,12.666303598100477,86.88327763624466,87.12429821035957,28.730037319439177,2,Level 2,Casual Driver
User_198,Tesla Model 3,85.0,Station_157,New York,2024-01-09 05:00:00,2024-01-09 07:58:00,12.128018048871455,0.9802518418740852,32.09970635847218,31.071893918945783,Morning,Friday,47.72203883616639,62.35988112699489,212.5522238689407,-1.2061704606006334,3,Level 2,Commuter
User_205,BMW i3,100.0,Station_47,Chicago,2024-01-09 12:00:00,2024-01-09 13:51:00,17.854873424356434,2.505005630664888,48.38467691618706,38.49605367651061,Evening,Tuesday,43.82063366672827,58.45469784758049,268.9717585141519,19.26489439702416,2,Level 2,Casual Driver
User_210,BMW i3,85.0,Station_79,Los Angeles,2024-01-09 17:00:00,2024-01-09 17:53:00,6.961875674256488,2.4227759300549403,22.672767380865302,26.223704452170736,Night,Monday,16.340813424043915,78.75846708787853,86.56483570911978,29.56154848251917,1,Level 2,Casual Driver
User_223,Chevy Bolt,46.53791149668031,Station_174,New York,2024-01-10 06:00:00,2024-01-10 09:01:00,35.348377133007446,3.133547022568186,5.497144232704208,12.653463874163384,Afternoon,Thursday,41.20931818354145,98.92265741071633,219.15322185379577,-8.72042463752484,4,Level 2,Casual Driver
User_227,Nissan Leaf,100.0,Station_480,Chicago,2024-01-10 10:00:00,2024-01-10 11:49:00,65.24475504703462,0.8786516820801358,46.96981830114844,24.75285105214664,Evening,Saturday,27.08090944968201,55.747611123683306,95.656561543192,20.42707195075063,4,Level 2,Commuter
User_238,BMW i3,100.0,Station_177,San Francisco,2024-01-10 21:00:00,2024-01-10 22:23:00,37.928111661586094,1.7132415118711748,,36.205450901625895,Night,Monday,35.54534803333886,87.9370445474593,69.64107368111117,-1.326875184102846,2,Level 2,Long-Distance Traveler
User_254,Chevy Bolt,75.0,Station_302,Houston,2024-01-11 13:00:00,2024-01-11 16:19:00,61.1175287370132,2.710755712940239,28.40157855499124,20.04094214431461,Night,Sunday,28.71589130188672,52.96116985862483,172.6673987833455,-3.13350858069093,1,Level 2,Long-Distance Traveler
User_258,Hyundai Kona,100.0,Station_189,Los Angeles,2024-01-11 17:00:00,2024-01-11 19:38:00,56.35798687093989,3.2109261461579206,,35.070840181419015,Morning,Wednesday,25.435919395008497,68.9325735626183,233.91395835681303,5.855527430630384,0,Level 2,Casual Driver
User_267,BMW i3,85.0,Station_144,New York,2024-01-12 02:00:00,2024-01-12 03:21:00,56.82135247009669,0.8652131466394621,21.269704738274807,15.832813556678106,Afternoon,Tuesday,17.451240723590125,53.8501746253108,263.7448790437271,39.80240624595091,2,Level 2,Long-Distance Traveler
User_273,Tesla Model 3,75.0,Station_134,Los Angeles,2024-01-12 08:00:00,2024-01-12 09:18:00,70.24471717977453,3.372738572105164,31.88182227346866,18.52782019102173,Night,Thursday,72.54929506897906,91.90178009240871,34.52241141897322,7.136485621670332,4,Level 2,Casual Driver
User_275,Chevy Bolt,62.0,Station_148,Chicago,2024-01-12 10:00:00,2024-01-12 11:42:00,59.14827213488981,3.878900409409207,14.880153191426595,32.074788131830786,Morning,Tuesday,40.00389357145608,57.348292050427055,,-1.864065534475797,3,Level 2,Long-Distance Traveler
User_277,Hyundai Kona,100.0,Station_71,Houston,2024-01-12 12:00:00,2024-01-12 13:22:00,79.0022597060318,3.893154871495159,26.97742286397169,11.287504381096449,Night,Friday,22.533751566678475,93.29783009724342,39.74600722869755,7.684356808228177,3,Level 2,Commuter
User_283,Tesla Model 3,50.0,Station_334,New York,2024-01-12 18:00:00,2024-01-12 20:46:00,20.3535460696326,2.424679354945065,11.161935288902695,26.165414187154088,Afternoon,Thursday,109.26579432595442,82.33383444970028,116.18408209840142,2.770322016701208,1,Level 2,Commuter
User_289,Chevy Bolt,85.0,Station_212,San Francisco,2024-01-13 00:00:00,2024-01-13 01:12:00,37.6423038507068,2.6670149761721653,19.59636035921344,27.89822488661171,Night,Friday,34.92875322393103,79.45914963060314,,-9.679928907135151,0,Level 2,Commuter
User_298,Chevy Bolt,75.0,Station_398,Chicago,2024-01-13 09:00:00,2024-01-13 09:45:00,29.318815538897795,2.0626726768907844,36.76426976231584,26.74074336964271,Afternoon,Tuesday,54.75318080948295,80.76527145643796,200.52483681776488,6.325563651505092,0,Level 2,Commuter
User_300,Tesla Model 3,100.0,Station_286,Los Angeles,2024-01-13 11:00:00,2024-01-13 13:24:00,5.69951995446004,1.0866768976439043,40.48262896138074,16.58424488333184,Afternoon,Monday,54.544755368940045,81.03013387969956,221.58355288822716,32.63449014531149,3,Level 2,Commuter
User_305,Chevy Bolt,100.0,Station_417,Houston,2024-01-13 16:00:00,2024-01-13 19:41:00,23.54038391979749,2.5925972772690966,3.508161487393433,23.220087806019023,Evening,Thursday,17.170614248794294,39.31920167051178,192.85689131728176,14.538649316116311,4,Level 2,Casual Driver
User_313,Nissan Leaf,75.0,Station_149,San Francisco,2024-01-14 00:00:00,2024-01-14 00:49:00,50.65984701352952,0.5600308824381494,41.88423157875781,34.023837203216026,Night,Friday,79.25660844200286,76.33856416576592,206.66803143002105,14.06007874116784,2,Level 2,Commuter
User_315,Nissan Leaf,75.0,Station_304,New York,2024-01-14 02:00:00,2024-01-14 03:51:00,64.76361325790924,0.5433591266631455,31.45405800356461,9.001401096042077,Evening,Wednesday,68.68211127506426,63.14004386440696,213.7308147646065,-5.431969444252173,1,Level 2,Commuter
User_325,Tesla Model 3,75.0,Station_337,Chicago,2024-01-14 12:00:00,2024-01-14 14:55:00,74.73938753754207,0.0953144165458864,44.05048455914645,27.742986940755998,Morning,Sunday,27.62289341973861,61.32518277224479,56.3252273928085,9.990199636985103,3,Level 2,Casual Driver
User_327,Chevy Bolt,100.0,Station_304,San Francisco,2024-01-14 14:00:00,2024-01-14 17:43:00,18.848843442027324,2.414714251795192,47.44796509326113,7.321396396832365,Night,Friday,84.30767807010035,62.79550482109619,237.0512986252565,-2.876962686979992,1,Level 2,Long-Distance Traveler
User_328,Hyundai Kona,100.0,Station_380,New York,2024-01-14 15:00:00,2024-01-14 18:25:00,58.37615445163145,1.8775223705101527,4.6696670367747615,33.85680931892132,Afternoon,Friday,15.359167401010394,56.58027747341746,96.86304815594605,16.972016794308892,3,Level 2,Casual Driver
User_329,Nissan Leaf,62.0,Station_130,San Francisco,2024-01-14 16:00:00,2024-01-14 17:02:00,57.819430587681474,2.1704717138663234,,31.9207848743162,Evening,Tuesday,66.55433081505481,77.72473780774943,222.66925108491475,34.04479017061414,1,Level 2,Commuter
User_331,Chevy Bolt,85.0,Station_276,Houston,2024-01-14 18:00:00,2024-01-14 21:50:00,14.503455142567915,2.240834005432468,37.65992488009884,11.910831368910282,Morning,Tuesday,51.14214596336595,99.98660421478364,168.0448614464392,12.24739891359942,3,Level 2,Commuter
User_333,Tesla Model 3,6.168895844295367,Station_46,Chicago,2024-01-14 20:00:00,2024-01-14 21:04:00,50.596951312425645,3.4731728239963258,9.860027647642006,27.986543851528875,Night,Monday,29.94222930931056,73.7587986463408,211.6346842028128,33.23430131892319,2,Level 2,Long-Distance Traveler
User_335,BMW i3,62.0,Station_183,Houston,2024-01-14 22:00:00,2024-01-15 00:47:00,103.81260559148436,3.5254454687342496,16.59138266956989,17.66922822732998,Night,Friday,52.79679327470648,89.3517921097638,99.9410054242442,8.330158355627752,3,Level 2,Casual Driver
User_337,Tesla Model 3,45.62653203455355,Station_296,San Francisco,2024-01-15 00:00:00,2024-01-15 01:11:00,77.17272373807074,1.4091282763590154,17.573025616919114,11.760498614437916,Afternoon,Friday,19.94692587515722,95.09672125231026,,3.498381005989529,4,Level 2,Casual Driver
User_341,Tesla Model 3,100.0,Station_272,Los Angeles,2024-01-15 04:00:00,2024-01-15 06:20:00,5.775919735452496,1.8364567962319551,33.74537926514628,24.985691281650627,Afternoon,Sunday,25.118016109663355,59.04654073710448,96.33217778289772,37.10118843149111,1,Level 2,Casual Driver
User_346,Nissan Leaf,62.0,Station_134,Houston,2024-01-15 09:00:00,2024-01-15 11:59:00,42.51736091943514,0.9297646566647816,39.91263736239426,7.234439776855737,Morning,Saturday,88.94643474449397,63.743344919418114,191.0776829422596,10.333196461649678,4,Level 2,Casual Driver
User_356,Chevy Bolt,75.0,Station_222,Houston,2024-01-15 19:00:00,2024-01-15 22:11:00,10.450657832354688,1.4282962338251743,39.893826100669024,32.560979001782584,Afternoon,Wednesday,82.76444286202731,60.77776334578708,85.92100724905812,20.63494735094825,0,Level 2,Long-Distance Traveler
User_359,Tesla Model 3,100.0,Station_488,New York,2024-01-15 22:00:00,2024-01-15 23:29:00,28.864060959229157,2.113671385265924,38.34408586043845,37.44951918013764,Night,Monday,27.678537866654462,92.57272070890085,107.0000963359066,13.194479356064214,2,Level 2,Casual Driver
User_362,BMW i3,75.0,Station_48,Houston,2024-01-16 01:00:00,2024-01-16 02:20:00,26.992344080966543,3.548983525567543,46.58137118308024,36.50047332152248,Morning,Monday,23.69485787229742,56.10531021153972,237.51102046374248,25.10961224820208,1,Level 2,Commuter
User_366,Hyundai Kona,62.0,Station_155,New York,2024-01-16 05:00:00,2024-01-16 06:00:00,10.386093782293678,1.2425644202586024,47.76649443710824,21.488920709528447,Morning,Friday,56.66366372880108,73.29028271679678,188.1506523593367,16.830516164835082,0,Level 2,Long-Distance Traveler
User_368,Chevy Bolt,50.0,Station_107,Chicago,2024-01-16 07:00:00,2024-01-16 08:31:00,24.59962969556764,2.0078608677549403,11.820175787578869,29.234418562911937,Afternoon,Sunday,51.18826307688968,63.46582475528865,263.83317339672374,14.205489919727103,1,Level 2,Commuter
User_369,BMW i3,62.0,Station_357,San Francisco,2024-01-16 08:00:00,2024-01-16 10:02:00,23.1470476755872,3.2840921871772863,25.399493636182896,10.997752785342016,Morning,Tuesday,76.8199763212987,50.972793140727326,61.04731008834905,15.605058979984308,4,Level 2,Commuter
User_372,BMW i3,48.63693124756141,Station_443,Los Angeles,2024-01-16 11:00:00,2024-01-16 14:13:00,68.25299905062542,1.6319957436277532,29.208426798948363,9.459763978515529,Afternoon,Saturday,85.9024619599349,91.27822446726908,50.413024895600245,37.52882264494277,0,Level 2,Long-Distance Traveler
User_374,Chevy Bolt,75.0,Station_11,Houston,2024-01-16 13:00:00,2024-01-16 14:48:00,52.90446366869147,1.5469560347093554,15.572055588337298,18.542883936181408,Night,Saturday,89.8386106965979,97.49538046654772,36.74369480038644,32.57385369012299,3,Level 2,Long-Distance Traveler
User_375,Tesla Model 3,50.0,Station_143,Los Angeles,2024-01-16 14:00:00,2024-01-16 14:37:00,28.1635456086215,2.2913223910351843,23.389205345851654,29.76359554553287,Morning,Friday,72.89998625989823,18.700349486531323,23.47388206048818,15.44621676643309,3,Level 2,Casual Driver
User_377,BMW i3,85.0,Station_387,Los Angeles,2024-01-16 16:00:00,2024-01-16 17:05:00,8.93042648458991,3.779533948292503,,0.2343169936142865,Morning,Saturday,86.75148899550561,71.80303060461523,275.0786019144124,1.4197169042826,2,Level 2,Long-Distance Traveler
User_382,Hyundai Kona,75.0,Station_293,Houston,2024-01-16 21:00:00,2024-01-17 00:39:00,,3.617078160426682,23.223015922709397,17.85819103265846,Evening,Friday,70.60042407643812,89.35441575561919,71.32019242761334,33.10903959748327,4,Level 2,Long-Distance Traveler
User_389,Tesla Model 3,75.0,Station_154,Los Angeles,2024-01-17 04:00:00,2024-01-17 06:10:00,74.2197558575455,2.8291553779805483,3.5666530370869136,29.16504149708574,Night,Friday,55.29384158305011,90.0971146794724,,3.2051027160505488,4,Level 2,Long-Distance Traveler
User_391,Tesla Model 3,75.0,Station_328,Houston,2024-01-17 06:00:00,2024-01-17 08:36:00,36.047577386304056,1.645779959820823,49.85189638729916,7.461577393955386,Evening,Tuesday,46.32842585884544,52.15170916533472,57.6589438038869,6.876897281568692,4,Level 2,Casual Driver
User_394,Tesla Model 3,85.0,Station_267,New York,2024-01-17 09:00:00,2024-01-17 11:15:00,41.5686202547537,2.534327206990629,27.876882761572915,37.1092260429216,Night,Friday,25.52830137336865,73.36154763754071,240.38511602501632,-2.134070301936488,0,Level 2,Casual Driver
User_397,Hyundai Kona,85.0,Station_106,San Francisco,2024-01-17 12:00:00,2024-01-17 12:30:00,48.27254828512783,3.649578321999032,43.142319817212005,10.329938311713152,Night,Thursday,60.60395556948446,71.95417880149918,,33.54745431599779,4,Level 2,Commuter
User_399,BMW i3,62.0,Station_381,Chicago,2024-01-17 14:00:00,2024-01-17 14:50:00,54.62699762686274,2.231225791454563,27.773067432070523,37.76303575694542,Morning,Saturday,55.80982585519321,60.03055717875766,246.2943567109018,-4.373660484360055,2,Level 2,Long-Distance Traveler
User_418,Nissan Leaf,85.0,Station_223,New York,2024-01-18 09:00:00,2024-01-18 10:53:00,32.491515817951985,0.7759716069971889,47.25775934357723,7.587563676535479,Evening,Friday,84.13308475155758,76.1749192144271,143.61035312523487,17.163043466294006,0,Level 2,Casual Driver
User_422,BMW i3,85.0,Station_359,Los Angeles,2024-01-18 13:00:00,2024-01-18 15:42:00,29.697898464844947,3.9196356376575463,32.30310225795641,21.480065597115363,Afternoon,Saturday,42.99230053892738,50.440450369675816,180.45290646076876,8.199106994886627,4,Level 2,Long-Distance Traveler
User_428,Hyundai Kona,85.0,Station_85,Los Angeles,2024-01-18 19:00:00,2024-01-18 21:16:00,37.28701875736325,1.9047180148348133,29.148826227508486,10.420681132797322,Morning,Tuesday,29.08564191565545,78.12984431226614,46.646749394879045,6.233313953621948,2,Level 2,Long-Distance Traveler
User_430,BMW i3,62.0,Station_121,New York,2024-01-18 21:00:00,2024-01-18 23:22:00,65.75133335346975,0.8762452298830018,42.51413254693079,20.24363545415362,Evening,Sunday,18.32067912471357,81.15356977414737,80.82729730659933,18.95955581826692,1,Level 2,Commuter
User_434,Chevy Bolt,50.0,Station_19,Houston,2024-01-19 01:00:00,2024-01-19 03:48:00,74.54048485931233,3.5910798729146616,16.935868935365697,28.374687430584363,Evening,Saturday,51.814911293300895,76.07639192771855,31.43841720184454,10.74680104545826,2,Level 2,Casual Driver
User_436,BMW i3,1.5328065298450655,Station_12,Los Angeles,2024-01-19 03:00:00,2024-01-19 04:11:00,42.46618717006869,1.3835663186345084,,5.161757926190234,Night,Tuesday,31.21107229664343,95.21101275635284,51.91851109371213,32.47350300761811,4,Level 2,Casual Driver
User_438,Chevy Bolt,100.0,Station_330,Houston,2024-01-19 05:00:00,2024-01-19 06:30:00,76.49931986653537,3.007714521664014,37.44551097801787,31.94888426577516,Evening,Thursday,24.87475155858137,58.71010168215999,59.59145482959687,45.75334767132824,2,Level 2,Commuter
User_443,Chevy Bolt,75.0,Station_307,Los Angeles,2024-01-19 10:00:00,2024-01-19 13:50:00,7.569584209512826,3.27187747187611,40.84040127692055,36.54436531954519,Morning,Thursday,55.749780360748325,53.49480287054351,299.5639341927111,26.733927457809,0,Level 2,Commuter
User_445,Hyundai Kona,85.0,Station_447,New York,2024-01-19 12:00:00,2024-01-19 12:37:00,72.83010773877143,1.6078485256928945,45.37916919866272,5.708701644822321,Morning,Wednesday,81.62522040570914,52.321356120303,,31.78229688789351,0,Level 2,Casual Driver
User_449,Tesla Model 3,107.43195454576464,Station_329,Los Angeles,2024-01-19 16:00:00,2024-01-19 19:27:00,5.746444809429853,0.5810295603537152,7.007637736562545,20.652585896274296,Evening,Friday,60.71131119139218,67.30386447899235,140.00446081941055,16.976171076313854,3,Level 2,Commuter
User_452,BMW i3,85.0,Station_250,Houston,2024-01-19 19:00:00,2024-01-19 19:59:00,63.83060874636528,2.4586525201777665,38.13906947158999,6.759900462406749,Evening,Thursday,11.083545913952166,74.4052795934412,295.9873020763941,13.919159881889572,2,Level 2,Casual Driver
User_453,Hyundai Kona,85.0,Station_139,Chicago,2024-01-19 20:00:00,2024-01-19 22:54:00,72.94802476319454,3.757952843891181,14.790119300536766,10.521720299391488,Morning,Friday,38.584757552644014,78.14300037423867,14.891723325678914,34.422203587940146,2,Level 2,Casual Driver
User_454,Hyundai Kona,62.0,Station_124,Chicago,2024-01-19 21:00:00,2024-01-20 00:52:00,21.097847217832147,3.468062457867462,37.26275518553577,25.5517095163491,Night,Friday,66.19996585752617,78.69730898608768,197.84868477952736,-3.5252079868623687,1,Level 2,Long-Distance Traveler
User_461,Tesla Model 3,62.0,Station_8,Chicago,2024-01-20 04:00:00,2024-01-20 06:41:00,16.47214029543078,1.7717153171269555,22.114456814246758,24.10975592868188,Morning,Tuesday,90.69939969167524,91.81780236135606,141.28878854232272,39.911736178054056,0,Level 2,Commuter
