user_id,vehicle_model,battery_capacity,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed,charging_duration,charging_rate,charging_cost,time_of_day,day_of_week,soc_start,soc_end,distance_driven,temperature,vehicle_age,charger_type,user_type
User_177,Chevy Bolt,50.0,Station_203,New York,2024-01-08 08:00:00,2024-01-08 10:25:00,33.098691426112154,2.1821725676582537,16.68689597092782,36.52395919006641,Morning,Wednesday,79.50472573051596,53.57201503044119,174.4298990075216,-7.868909513351654,7,Level 1,Commuter
User_202,Chevy Bolt,85.0,Station_404,New York,2024-01-09 09:00:00,2024-01-09 11:49:00,53.58667286183268,3.445384636919679,6.927506568259337,7.441371986211872,Afternoon,Monday,58.07325463341602,92.2658239799593,101.95047923302448,7.377646953805616,6,Level 1,Casual Driver
User_207,Hyundai Kona,85.0,Station_108,Houston,2024-01-09 14:00:00,2024-01-09 14:59:00,70.99471727287802,0.7763584975843215,12.561412323109137,13.170142015527924,Morning,Friday,72.89524752521268,68.05110317943193,189.3786646114632,4.756515891650823,7,Level 1,Long-Distance Traveler
User_221,Nissan Leaf,75.0,Station_154,New York,2024-01-10 04:00:00,2024-01-10 04:53:00,57.89799819019454,0.6055648002739363,15.380881327116466,28.13582401987055,Night,Tuesday,58.602148974027074,77.23174936981644,266.68767329950504,15.72519594516674,7,Level 1,Long-Distance Traveler
User_226,Tesla Model 3,50.0,Station_338,Houston,2024-01-10 09:00:00,2024-01-10 12:43:00,44.15948700741327,3.976851392100341,23.75243531899124,5.550200360620744,Morning,Thursday,81.45214550820731,89.29358320332949,33.56494022873299,-5.3327737761469285,7,Level 1,Long-Distance Traveler
User_228,Nissan Leaf,50.0,Station_181,Houston,2024-01-10 11:00:00,2024-01-10 14:15:00,20.46478094414017,3.6470085095575575,18.59949061237613,7.674183154955661,Morning,Wednesday,18.13415171447935,56.11481331797653,62.929956055320496,25.428088214299088,7,Level 1,Casual Driver
User_239,Hyundai Kona,75.0,Station_184,Chicago,2024-01-10 22:00:00,2024-01-10 23:08:00,,0.6885174005928376,30.00441035855156,23.490223679490818,Evening,Sunday,32.64110424647579,60.21991718310399,111.1895587063957,-8.60920022011333,6,Level 1,Casual Driver
User_278,Chevy Bolt,78.38373535705672,Station_233,New York,2024-01-12 13:00:00,2024-01-12 15:09:00,19.9168777203513,2.8051787813708304,32.21173098849586,10.47101094196362,Night,Friday,43.909979474757165,80.05854643034127,205.64398874700493,10.384842627463474,7,Level 1,Casual Driver
User_281,Nissan Leaf,62.0,Station_154,Chicago,2024-01-12 16:00:00,2024-01-12 17:14:00,12.132557803938544,2.6746900749995723,40.19690033842815,34.86909527633074,Morning,Saturday,32.07190535374782,77.49195605753643,92.1158672426987,25.20350172835021,7,Level 1,Casual Driver
User_282,Hyundai Kona,100.0,Station_90,New York,2024-01-12 17:00:00,2024-01-12 20:45:00,30.53308100745638,2.3000050341363685,19.021088745685933,35.1572818174008,Morning,Wednesday,52.91050286219491,67.2187408202672,132.6046017612942,2.33111516426541,6,Level 1,Long-Distance Traveler
User_287,BMW i3,75.0,Station_121,Houston,2024-01-12 22:00:00,2024-01-13 01:53:00,51.62169093377357,1.303555581123807,43.16138737357078,28.15164637395491,Afternoon,Monday,22.787479040018432,58.6624943861943,185.95215211232087,7.936964700801351,7,Level 1,Casual Driver
User_303,Tesla Model 3,75.0,Station_218,Los Angeles,2024-01-13 14:00:00,2024-01-13 16:34:00,,2.7625070229720112,15.292960589675516,26.575187305228265,Afternoon,Wednesday,75.32264788537638,89.871641082688,197.66783354430208,21.139472375158668,6,Level 1,Casual Driver
User_320,Chevy Bolt,75.0,Station_457,New York,2024-01-14 07:00:00,2024-01-14 08:06:00,6.521023617093562,0.9500538452594568,34.45341482483377,9.83501013445608,Afternoon,Wednesday,80.47386392705907,52.86565232596662,86.1229463663984,1.215773748666768,7,Level 1,Commuter
User_322,Nissan Leaf,100.0,Station_79,Los Angeles,2024-01-14 09:00:00,2024-01-14 10:46:00,62.3191755518106,2.9247352724992024,22.41630595649871,7.162452048006953,Afternoon,Sunday,21.819886273129143,61.29106772673944,22.61948851952616,11.126462848905764,6,Level 1,Long-Distance Traveler
User_324,Tesla Model 3,100.0,Station_279,San Francisco,2024-01-14 11:00:00,2024-01-14 14:54:00,52.99672888359278,3.5264988700635578,38.36925513880513,6.452202177004988,Night,Monday,10.950912707790694,69.30238832786551,27.930909180515243,14.177763270049578,6,Level 1,Long-Distance Traveler
User_334,Hyundai Kona,75.0,Station_387,Chicago,2024-01-14 21:00:00,2024-01-14 23:34:00,,1.0786355189318966,11.050168940477276,17.585635087197517,Morning,Sunday,71.30305100718603,95.31144685759358,56.54474446768358,19.37429264322314,7,Level 1,Commuter
User_336,Nissan Leaf,62.0,Station_268,Chicago,2024-01-14 23:00:00,2024-01-15 00:34:00,70.39888221837178,0.5515336215146602,20.75090125342945,20.158307658211903,Night,Wednesday,84.36276676677173,62.14760000864133,240.3347991885124,-7.880884645585255,7,Level 1,Commuter
User_339,Hyundai Kona,62.0,Station_100,New York,2024-01-15 02:00:00,2024-01-15 04:46:00,71.91146876524706,2.886555302238684,10.552801035266455,21.332342738358008,Afternoon,Tuesday,86.48761305002787,70.89800745335748,140.09757101710082,-4.764488994806529,7,Level 1,Long-Distance Traveler
User_340,BMW i3,62.0,Station_78,Los Angeles,2024-01-15 03:00:00,2024-01-15 06:37:00,79.97807283663732,0.9198467271186718,,27.85794776975846,Evening,Thursday,88.1942695265976,62.30655558591127,295.82448366225185,6.247841392473045,7,Level 1,Long-Distance Traveler
User_351,Nissan Leaf,62.0,Station_18,Chicago,2024-01-15 14:00:00,2024-01-15 17:00:00,60.96907588597162,2.4969601810931428,6.682750854200964,37.04926024472,Afternoon,Wednesday,75.85725205688395,92.36496167231005,266.82108780235893,20.465566167774167,6,Level 1,Commuter
User_360,Hyundai Kona,75.0,Station_71,Los Angeles,2024-01-15 23:00:00,2024-01-16 01:34:00,33.370542026215475,2.4863752525971208,41.92916859260739,7.409254803081209,Evening,Sunday,58.60908208265877,71.21956042362135,279.5193618635699,15.418433423035204,8,Level 1,Commuter
User_364,Hyundai Kona,50.0,Station_262,Los Angeles,2024-01-16 03:00:00,2024-01-16 04:39:00,42.29018026674148,2.012292994982237,37.806096359579605,7.806725650571654,Afternoon,Friday,81.1021620402358,92.83360459772088,242.4530430968343,36.82658398230539,10,Level 1,Casual Driver
User_400,Nissan Leaf,75.0,Station_35,Houston,2024-01-17 15:00:00,2024-01-17 16:34:00,69.44996147928137,1.0662067473464614,49.4167326886436,15.3072450251239,Morning,Thursday,27.56248158524955,63.29227669048761,150.11184678792918,37.899071590588136,7,Level 1,Casual Driver
User_447,Chevy Bolt,100.0,Station_383,Los Angeles,2024-01-19 14:00:00,2024-01-19 17:54:00,36.2444170838149,0.6973236695169336,12.830881426012573,9.742134927960404,Night,Monday,83.70724478439372,52.58836904710326,125.23368798781787,-7.501413577858543,6,Level 1,Casual Driver
User_448,Tesla Model 3,127.2802740366814,Station_140,San Francisco,2024-01-19 15:00:00,2024-01-19 16:28:00,53.39924325525044,3.4305145067046974,49.76976563845879,15.319970944508244,Morning,Thursday,51.05548437559695,50.98469610894102,215.46406232176173,31.619341677485203,6,Level 1,Long-Distance Traveler
User_455,BMW i3,62.0,Station_309,Chicago,2024-01-19 22:00:00,2024-01-19 22:49:00,58.7914423257815,2.4717227683053737,34.24176571321428,19.215941808503217,Evening,Wednesday,63.04816280361352,97.7190613489558,29.975992923414776,-4.119519404011887,7,Level 1,Casual Driver
User_459,Nissan Leaf,52.33224825582724,Station_212,San Francisco,2024-01-20 02:00:00,2024-01-20 03:06:00,67.41433642306683,3.043865243332828,48.63021491124283,11.126090103631013,Night,Friday,93.24635424330658,69.22633585132662,206.54821347925196,32.355743365128006,6,Level 1,Commuter
User_464,Nissan Leaf,85.0,Station_362,New York,2024-01-20 07:00:00,2024-01-20 09:31:00,26.566509231569366,1.0655562561532388,43.375916432063285,32.626966338713174,Afternoon,Friday,13.354201357160642,65.43262383674566,32.84066205433538,37.665443163360855,7,Level 1,Casual Driver
User_476,Hyundai Kona,85.0,Station_478,Los Angeles,2024-01-20 19:00:00,2024-01-20 21:39:00,25.892596490424456,2.5747030476463624,23.43530217692562,36.64684726237189,Evening,Wednesday,36.57910927172929,44.08637268371391,75.87400701763998,-6.698703624027615,6,Level 1,Casual Driver
User_485,Tesla Model 3,75.0,Station_422,New York,2024-01-21 04:00:00,2024-01-21 07:25:00,21.409576368254196,2.688747405717744,24.625701062345183,14.897692184378757,Morning,Tuesday,33.347001876837226,84.36688507744745,86.90488109479675,29.298692119115717,7,Level 1,Commuter
User_490,Nissan Leaf,100.0,Station_86,Chicago,2024-01-21 09:00:00,2024-01-21 12:21:00,27.61163115157696,2.1747180096332643,41.06408281007833,5.519114485910332,Evening,Sunday,27.5521263709905,68.84943482879109,95.48346782769497,34.20946138998912,6,Level 1,Casual Driver
User_492,Hyundai Kona,85.0,Station_330,Houston,2024-01-21 11:00:00,2024-01-21 12:43:00,45.06853330402873,1.7125795757007114,41.03311513860815,7.398448665378677,Night,Sunday,51.66193909108173,92.05776182737962,76.48391316423336,37.01416735411192,6,Level 1,Long-Distance Traveler
User_506,Tesla Model 3,75.0,Station_405,Houston,2024-01-22 01:00:00,2024-01-22 02:26:00,21.819378736342376,1.9892515706143985,,34.257801575049726,Evening,Monday,77.2186383638102,96.7728077802988,199.5727451903281,38.08420737879896,7,Level 1,Casual Driver
User_520,Chevy Bolt,54.37091028458795,Station_244,New York,2024-01-22 15:00:00,2024-01-22 16:39:00,15.807797227472452,0.7272326804294439,7.184034011462772,30.31309028341493,Morning,Friday,74.0910966639012,67.42246670007289,53.311228992071456,22.803971948451284,7,Level 1,Long-Distance Traveler
User_523,BMW i3,50.0,Station_304,Los Angeles,2024-01-22 18:00:00,2024-01-22 19:59:00,70.04034616527528,2.9342655260543493,32.410287611863005,16.576540052015517,Night,Sunday,19.340322880931105,87.55060863775552,149.70578317047477,-1.336590181200517,7,Level 1,Long-Distance Traveler
User_528,Tesla Model 3,62.0,Station_180,New York,2024-01-22 23:00:00,2024-01-22 23:48:00,61.68434321639767,0.6743009901303187,13.412801608882669,29.840734726488986,Night,Monday,86.66804504011142,87.83956713726477,277.8175211737991,37.44001253981505,6,Level 1,Commuter
User_534,Hyundai Kona,100.0,Station_331,San Francisco,2024-01-23 05:00:00,2024-01-23 08:07:00,21.069157575738828,3.724054728769408,28.509014979393807,37.40768483305845,Night,Monday,37.96677199116324,66.651863202737,222.2882898379178,5.922050897982931,7,Level 1,Commuter
User_535,Chevy Bolt,50.0,Station_279,New York,2024-01-23 06:00:00,2024-01-23 09:02:00,19.402523927112213,2.052873698794108,5.010837899876794,12.0964044320606,Afternoon,Wednesday,22.70527169388543,51.00979703867647,111.92290341716226,-9.275049108842106,6,Level 1,Long-Distance Traveler
User_560,BMW i3,62.0,Station_402,Houston,2024-01-24 07:00:00,2024-01-24 10:54:00,34.38288065090023,2.52093306902836,6.558201297307768,22.876376599421903,Night,Sunday,51.16789790994329,88.32990473257357,108.5921418798638,-9.825102181584937,7,Level 1,Long-Distance Traveler
User_562,Tesla Model 3,62.0,Station_254,San Francisco,2024-01-24 09:00:00,2024-01-24 10:54:00,37.23027566973339,1.3158292480171974,4.302635825621664,24.62547643674416,Afternoon,Sunday,66.89443080638873,90.57226050462458,207.1659351930572,9.714810900062302,6,Level 1,Commuter
User_564,BMW i3,75.0,Station_72,Houston,2024-01-24 11:00:00,2024-01-24 14:31:00,37.42669941100735,2.3535244577998764,16.98014038038876,5.466831569207942,Afternoon,Tuesday,94.43594757344395,90.53708519645944,136.9591350117216,15.356177546750448,6,Level 1,Casual Driver
User_608,Tesla Model 3,75.0,Station_13,Chicago,2024-01-26 07:00:00,2024-01-26 10:35:00,55.39579143864877,2.253027295813109,31.554096556735363,12.864307212312454,Afternoon,Monday,12.98057685502397,61.21899271402144,163.25017153036194,29.71628091352946,6,Level 1,Commuter
User_611,Tesla Model 3,75.0,Station_259,San Francisco,2024-01-26 10:00:00,2024-01-26 13:07:00,68.23834404896303,2.710437199046852,8.991499198950546,39.68502240326799,Evening,Thursday,30.228181598609112,80.04374460476306,245.314668877854,11.712169604952358,7,Level 1,Long-Distance Traveler
User_623,BMW i3,100.0,Station_82,San Francisco,2024-01-26 22:00:00,2024-01-26 22:38:00,14.0255330182289,2.276768301061686,30.77497307475196,10.79498940368394,Night,Monday,87.71511040292735,85.38816818984216,274.27158785342897,9.344345738493068,7,Level 1,Commuter
User_635,Tesla Model 3,62.0,Station_204,New York,2024-01-27 10:00:00,2024-01-27 13:52:00,47.49230024226053,3.410300606205229,44.87220045649857,6.153396129012328,Morning,Friday,62.16113017351604,63.07947980040336,46.772157427623455,-5.253638201447788,7,Level 1,Long-Distance Traveler
User_651,Nissan Leaf,100.0,Station_169,New York,2024-01-28 02:00:00,2024-01-28 04:48:00,50.16265770416625,3.627355006363455,41.56617601285262,14.254269991958276,Morning,Monday,54.06032117164506,50.36291188518033,246.83536207622268,6.783882177943273,7,Level 1,Commuter
User_663,Tesla Model 3,85.0,Station_355,San Francisco,2024-01-28 14:00:00,2024-01-28 15:46:00,47.060925633313786,2.4455488373877685,10.41398710364594,31.57940064104084,Afternoon,Saturday,63.14412802079429,92.6389090142761,152.05684023287293,-7.163620818557389,6,Level 1,Casual Driver
User_678,Chevy Bolt,75.0,Station_221,Houston,2024-01-29 05:00:00,2024-01-29 08:50:00,45.47118879513778,2.957746789429136,48.01145593400727,7.388725698983668,Morning,Sunday,56.83137688293154,89.62384238551863,289.7879843555108,26.50442557179917,6,Level 1,Commuter
User_694,Tesla Model 3,85.0,Station_68,Houston,2024-01-29 21:00:00,2024-01-29 23:53:00,47.19744469005413,1.551271282498898,23.43002274979381,9.9884727910293,Night,Friday,74.87748787760317,94.07356949467206,278.9265238402248,28.41994109024357,7,Level 1,Casual Driver
User_698,Nissan Leaf,62.0,Station_309,Chicago,2024-01-30 01:00:00,2024-01-30 01:37:00,79.26318452230387,0.6201625989999864,27.64508954769722,27.606621088126865,Evening,Monday,80.47359963678021,81.06159952378948,108.9552568443528,17.199181245689548,7,Level 1,Commuter
User_703,Nissan Leaf,62.0,Station_90,Los Angeles,2024-01-30 06:00:00,2024-01-30 06:45:00,28.68467333811884,3.246572899301348,16.487468098425715,30.52226562304346,Afternoon,Sunday,13.892462559930523,81.56870399845545,248.0224941305415,2.875158735218239,6,Level 1,Commuter
User_729,Chevy Bolt,75.0,Station_75,Los Angeles,2024-01-31 08:00:00,2024-01-31 11:23:00,28.248510232660248,2.573551148931767,26.640176850452665,16.52212514810843,Morning,Monday,53.82003673204953,67.23316373441783,149.00427080858486,16.694086243987016,6,Level 1,Casual Driver
User_730,Tesla Model 3,62.0,Station_42,New York,2024-01-31 09:00:00,2024-01-31 12:33:00,53.18988765045248,1.901457614097896,4.875602271353545,36.92869645022542,Night,Sunday,59.10391672336647,95.23017417720116,166.98175067619556,37.39510914830552,7,Level 1,Casual Driver
User_737,Tesla Model 3,85.0,Station_105,San Francisco,2024-01-31 16:00:00,2024-01-31 17:57:00,16.827771594461893,2.7388169441628936,14.511282307810957,11.579766187038956,Morning,Sunday,30.615241986716526,82.46098167708193,199.3017716628444,25.964996849071653,6,Level 1,Long-Distance Traveler
User_746,Chevy Bolt,62.0,Station_166,Houston,2024-02-01 01:00:00,2024-02-01 02:15:00,41.76664809903056,4.592690577362033,21.83372402809416,36.70441022498065,Afternoon,Friday,42.35837562463637,51.49172570737395,14.592443203376243,38.812689198806495,6,Level 1,Casual Driver
User_752,BMW i3,100.0,Station_307,New York,2024-02-01 07:00:00,2024-02-01 08:24:00,40.319061981322655,1.7436069251387414,11.767850572118778,15.100266421622006,Evening,Thursday,31.093089045581024,86.58495949773607,99.18733328029695,0.534567342304225,7,Level 1,Casual Driver
User_763,Hyundai Kona,50.0,Station_460,New York,2024-02-01 18:00:00,2024-02-01 20:40:00,74.13419248313946,2.1863746739496914,47.81692135737631,11.349215040076666,Evening,Sunday,71.90426649979851,99.36473574981306,151.0657029904892,18.23757818141412,6,Level 1,Long-Distance Traveler
User_769,Hyundai Kona,75.0,Station_61,Chicago,2024-02-02 00:00:00,2024-02-02 02:14:00,53.71493232990424,1.692367291395563,23.72699960944185,30.143667136126503,Night,Saturday,15.899923907667324,58.16877869760515,,-6.369328431579798,7,Level 1,Commuter
User_780,Tesla Model 3,75.0,Station_349,Los Angeles,2024-02-02 11:00:00,2024-02-02 13:42:00,75.62261390550266,3.738853500138698,37.175570755361626,17.797966111414965,Morning,Saturday,87.24599837813908,76.17440540215456,75.65321700332278,6.211204218618967,6,Level 1,Commuter
User_781,Nissan Leaf,64.77070141320091,Station_425,New York,2024-02-02 12:00:00,2024-02-02 13:40:00,15.567795776598764,1.2220213527532722,49.63914436226428,18.54969564281367,Morning,Thursday,54.12444090003636,58.52857766030961,31.59653167187535,35.69778871943199,6,Level 1,Commuter
User_825,Tesla Model 3,100.0,Station_247,Chicago,2024-02-04 08:00:00,2024-02-04 09:13:00,56.0452902589365,2.4921117691874235,19.01024307896112,13.466370642080678,Evening,Wednesday,37.92406568833189,97.56418981426546,,12.43676471814378,7,Level 1,Commuter
User_841,Hyundai Kona,75.0,Station_80,New York,2024-02-05 00:00:00,2024-02-05 02:55:00,61.12076151907815,0.8631229860137307,,29.08311230670429,Evening,Tuesday,68.06172182116148,73.8683676923296,95.80916358830729,1.5205785309510986,7,Level 1,Long-Distance Traveler
User_843,Tesla Model 3,100.0,Station_367,San Francisco,2024-02-05 02:00:00,2024-02-05 03:32:00,60.70480470905676,3.0724875340310067,8.364823050543798,38.66687047010912,Evening,Thursday,51.67016366064856,69.68809606416363,156.638374982024,50.54394308994468,6,Level 1,Commuter
User_844,Tesla Model 3,50.0,Station_461,Chicago,2024-02-05 03:00:00,2024-02-05 04:53:00,35.84392988591518,0.5841349456705043,8.057717582270522,9.078226155198172,Evening,Sunday,22.809563778884243,94.52158774685414,219.1032925273127,-9.079100594239849,6,Level 1,Commuter
User_887,Nissan Leaf,85.0,Station_414,Chicago,2024-02-06 22:00:00,2024-02-07 01:21:00,76.95348907902107,3.44323713106448,36.810730035560326,35.72732642816646,Evening,Tuesday,66.79198381822985,76.5041067060289,36.39737625161223,9.262327033861766,7,Level 1,Commuter
User_896,Hyundai Kona,100.0,Station_19,New York,2024-02-07 07:00:00,2024-02-07 10:11:00,14.10985781803456,0.936721070866911,26.39988395239894,13.57133390931867,Afternoon,Thursday,38.21620398289632,95.64518241721714,,25.19276228244422,6,Level 1,Long-Distance Traveler
User_911,BMW i3,100.0,Station_297,Los Angeles,2024-02-07 22:00:00,2024-02-08 00:37:00,45.61965970987572,0.9138336150419216,36.526791648593296,36.95058450417622,Night,Saturday,55.564613174233735,94.0011014205332,,33.50184840988644,6,Level 1,Commuter
User_912,Chevy Bolt,58.33515981855699,Station_461,Chicago,2024-02-07 23:00:00,2024-02-08 00:32:00,39.6867657804195,1.4029154025306867,4.3193301269317,13.117933872178368,Evening,Sunday,37.05047750954196,86.27388445512443,103.75151953046056,4.3384480282762965,6,Level 1,Casual Driver
User_914,Tesla Model 3,50.0,Station_453,Los Angeles,2024-02-08 01:00:00,2024-02-08 02:59:00,55.17152825512059,2.285793895197182,8.403361701935179,10.730059345530702,Evening,Tuesday,40.12482652499342,67.16138764176819,186.4198892325448,34.58604378699818,7,Level 1,Commuter
User_926,Chevy Bolt,75.0,Station_92,Los Angeles,2024-02-08 13:00:00,2024-02-08 14:57:00,41.74488149336455,2.60786075221863,11.144567690649613,16.293182827406923,Evening,Monday,26.09080885412256,66.72274076075291,166.76531932006355,19.75721265194322,6,Level 1,Long-Distance Traveler
User_938,Tesla Model 3,50.0,Station_185,Chicago,2024-02-09 01:00:00,2024-02-09 02:34:00,6.623592694043594,2.700212559659974,19.75648055679933,26.554517455414757,Evening,Saturday,24.96361309359425,68.640672558889,174.81861111455189,28.617521055662166,7,Level 1,Casual Driver
User_950,Tesla Model 3,100.0,Station_161,San Francisco,2024-02-09 13:00:00,2024-02-09 14:22:00,55.40858450740993,3.843501686006378,29.5983026669443,33.46392328926646,Morning,Wednesday,16.38207402475386,86.67837613254692,125.62406000098647,5.184691378606797,7,Level 1,Casual Driver
User_975,BMW i3,100.0,Station_471,New York,2024-02-10 14:00:00,2024-02-10 15:45:00,32.598880789009,2.386367417747474,41.21937464677459,38.58740741179557,Night,Friday,59.28849653623039,75.733176937099,240.3066830315123,37.06659942025868,6,Level 1,Long-Distance Traveler
User_986,Chevy Bolt,100.0,Station_431,San Francisco,2024-02-11 01:00:00,2024-02-11 02:13:00,73.78086491491091,3.8052322921511257,46.80571252211528,13.465962679397563,Night,Friday,87.3185327229395,50.13370089419836,16.726747849968987,36.6709655813608,6,Level 1,Long-Distance Traveler
User_989,Chevy Bolt,100.0,Station_93,San Francisco,2024-02-11 04:00:00,2024-02-11 07:35:00,78.13016919490377,3.3707680458935494,3.984866071006567,9.48731331959088,Evening,Sunday,57.11198523848862,66.24176289035326,115.00281456100863,13.29560813768044,10,Level 1,Casual Driver
User_992,Chevy Bolt,100.0,Station_353,Los Angeles,2024-02-11 07:00:00,2024-02-11 07:51:00,40.27604440348503,1.2233552822617653,3.827057840993469,20.63337035614954,Evening,Wednesday,89.20784953728413,82.21746679952676,23.2274695958545,22.79322070574464,7,Level 1,Long-Distance Traveler
User_1000,Chevy Bolt,100.0,Station_40,New York,2024-02-11 15:00:00,2024-02-11 16:39:00,24.87454059878397,0.9271524671043444,11.441407583369728,19.970393037401173,Evening,Friday,33.94560873113889,58.13513510158474,60.81189003851615,7.879043434779273,7,Level 1,Commuter
User_1002,BMW i3,50.0,Station_153,Houston,2024-02-11 17:00:00,2024-02-11 19:12:00,6.443672288667047,2.6345294176538347,14.992418440021032,8.85537738528694,Night,Tuesday,81.59731029150917,84.92637814847063,11.742221498100374,-4.27530532725275,7,Level 1,Long-Distance Traveler
User_1015,Chevy Bolt,50.0,Station_439,San Francisco,2024-02-12 06:00:00,2024-02-12 07:04:00,26.967931002629683,2.735253160120939,15.822164791755156,28.822012047316072,Evening,Tuesday,71.87974605129378,94.0055082486268,114.81643298894608,39.774029896087946,6,Level 1,Long-Distance Traveler
User_1017,Hyundai Kona,100.0,Station_471,Houston,2024-02-12 08:00:00,2024-02-12 09:33:00,71.7085068763758,5.444091595791992,38.79607655154279,37.0958488332243,Afternoon,Saturday,12.22342319736624,77.413347343374,181.08912606726616,2.616126227153474,7,Level 1,Casual Driver
User_1020,BMW i3,86.09247991035157,Station_373,New York,2024-02-12 11:00:00,2024-02-12 12:03:00,66.70625110738425,2.8343115681998023,25.290644953249668,9.1568594529217,Afternoon,Monday,44.01342983894161,99.68968983185609,142.0756471546524,31.48873207120465,6,Level 1,Casual Driver
User_1062,Tesla Model 3,50.0,Station_158,New York,2024-02-14 05:00:00,2024-02-14 06:12:00,44.36125627735559,2.8696201272055117,3.91865577143935,6.979177241485778,Evening,Sunday,72.82160527280595,64.59866868206431,63.03242621804411,39.93747558297834,7,Level 1,Casual Driver
User_1065,Tesla Model 3,75.0,Station_216,New York,2024-02-14 08:00:00,2024-02-14 08:48:00,25.36585765013293,0.5600185390642642,37.58308954905695,7.143473729302274,Morning,Friday,22.474567704641608,72.9195428099425,,24.906088984658915,6,Level 1,Casual Driver
User_1067,BMW i3,45.81598720004838,Station_457,Chicago,2024-02-14 10:00:00,2024-02-14 12:31:00,34.60220459389867,2.518838903178549,5.579750455304233,29.23900983721129,Evening,Friday,21.2447917415735,73.43628023070899,155.1842358249909,5.097228917849462,6,Level 1,Long-Distance Traveler
User_1080,Nissan Leaf,78.43167081675972,Station_286,Houston,2024-02-14 23:00:00,2024-02-15 01:32:00,38.08536376892858,1.9490036808846656,1.6549370676991138,15.631651310622267,Evening,Saturday,11.83050192157471,97.62978359732809,135.7109313108204,-5.939205800025396,7,Level 1,Long-Distance Traveler
User_1094,Nissan Leaf,62.0,Station_188,Houston,2024-02-15 13:00:00,2024-02-15 13:56:00,36.70152016311202,1.8724897379065244,19.121932643865595,5.5556047627846725,Evening,Sunday,26.348198442271595,95.16288706703092,49.5508274275402,30.285847535845377,6,Level 1,Casual Driver
User_1110,Chevy Bolt,50.0,Station_315,Houston,2024-02-16 05:00:00,2024-02-16 06:52:00,23.193290217345247,2.007710442831197,31.983192464080947,5.811559055529253,Night,Sunday,72.88118470947465,86.9355478700154,181.04984993024897,17.07536931702216,7,Level 1,Casual Driver
User_1115,Chevy Bolt,100.0,Station_342,Houston,2024-02-16 10:00:00,2024-02-16 12:11:00,56.1150925022779,1.0574159301938304,5.488039505342126,16.347836099572703,Morning,Wednesday,22.3498792992591,80.08848451859055,81.96840140430736,36.59253901129126,7,Level 1,Commuter
